8283	16244
13305	8913
6875	1390
12988	5982
10144	11961
8426	17819
9469	3075
18356	12517
13109	11686
16810	8671
13404	5156
12524	1089
17903	2680
4180	15957
14656	121
5739	13184
2356	13258
5505	8392
8148	1829
13044	9998
6989	2209
7108	10247
11186	2029
14376	17773
8655	8793
10564	13690
628	1191
12352	1424
4444	15277
1233	5392
11782	17946
13923	4111
11496	7523
4265	14907
3971	12428
16349	7932
10285	11619
13066	2503
2203	16815
1394	4526
13234	5700
5808	18199
5455	1578
5280	1766
2570	6235
6017	16445
2973	8197
14506	9378
17293	16834
17521	1959
16429	15312
13865	3223
9909	169
15352	2808
8327	9872
2844	16059
13696	12452
12498	15381
11330	16654
9433	12803
7349	6137
14044	12068
11587	4128
14674	13030
17055	6903
2050	12652
3584	10591
11290	121
10165	11758
9627	11777
13434	15515
16279	16784
6905	7748
14270	15907
18238	12276
5373	11838
7231	8804
17315	3476
17264	15233
17593	26
9184	6347
8448	1285
11330	10456
14924	15331
4076	7107
7838	11407
11330	8895
11786	7312
7189	18198
15083	11363
16359	16210
3485	12876
2208	2890
17652	7237
53	1426
14724	10076
5811	10889
1891	14880
3017	3253
8992	11155
12354	9259
87	15688
10345	15152
7189	2602
15879	12988
13581	5150
7865	649
3814	9040
3798	254
14307	14444
11330	10908
868	7378
10921	10563
8636	2326
10551	15950
14348	1297
7189	16842
13123	17267
17315	5181
12149	11832
15914	6335
1377	9177
6236	439
2209	6235
12070	17729
2203	14349
7695	1003
6103	17696
13427	4077
7838	15565
14676	3632
3471	8140
5558	6388
16278	12919
5169	3110
4420	3972
3408	8093
5477	15986
11873	15845
4793	7661
2072	5986
5438	254
5902	17539
3589	4957
3394	18353
17814	9758
1741	7766
13258	13506
11236	3495
14596	6492
17085	17949
15352	2503
11782	668
18288	2082
8017	14977
1931	3223
10677	7135
7312	5013
1922	13858
11782	9548
9304	16342
13404	7320
17315	271
15776	15983
10422	5457
11431	1144
8621	3089
11988	17097
7594	10868
12364	13168
12944	3609
7419	7711
5169	11204
10144	7798
17844	16855
13696	10708
7506	11791
2266	7485
1272	731
9607	1426
16274	18354
1238	4811
271	8846
6915	2340
11330	1339
7169	13109
4076	1314
16818	2297
13213	15486
11330	15061
8950	4687
11214	17563
3619	8767
3777	13256
833	1203
11635	14115
14525	17827
11330	13496
11539	9879
5280	16535
17264	7884
7838	14880
10986	17905
15914	2737
7307	9251
16189	18252
18238	1605
16342	15430
3299	15238
6825	133
17296	2226
13303	7312
18288	14207
11873	13463
10165	17251
17521	2338
6389	5619
6465	4056
15566	12453
180	17880
3947	6536
14880	17710
13422	14361
15559	13721
9781	9795
14709	11686
3914	4002
4139	4484
2365	15817
17264	14179
15393	17293
3681	4837
15566	11823
14976	15479
12509	12208
11330	15965
8950	4087
607	1768
15072	633
9508	13327
3885	2309
7501	15152
5898	370
4432	18465
3458	8503
2877	16247
15099	612
3585	5705
370	5244
9184	17353
1890	15224
18288	18353
3020	2626
3458	17607
6541	12503
2072	14941
5656	5575
10589	254
6096	10717
4059	883
13923	15474
9723	16977
11427	13670
12798	3109
6286	6964
15106	13797
12360	8739
5889	2755
613	14284
16210	13806
6958	9177
15743	506
1691	17293
13923	11103
2028	6865
8561	7408
766	18285
12500	14640
4221	7604
11873	16955
14880	8844
5310	15314
3971	17371
4481	1849
8092	11883
11330	10366
1896	14100
12554	15041
13780	968
18288	2713
2480	4206
15316	6737
15879	12087
10550	13525
13678	9244
7838	1877
6143	14547
8818	7333
8950	4826
8950	11407
17837	5455
21	254
15106	1910
5917	6178
14547	13196
5373	12408
671	17602
10758	6513
17751	7077
3307	1150
7769	5966
8466	796
8577	8572
7466	9911
9469	740
15352	3530
14547	16658
10332	9444
14654	13123
13828	434
18406	9578
9002	18067
9687	9123
1211	254
11734	2539
8576	254
11570	3400
330	3107
6110	8600
7594	1641
7189	4340
17745	13203
6541	15331
53	16022
18152	1494
4145	12276
9407	9755
2759	17029
4076	4618
9018	6445
4489	14643
10737	16910
8561	3826
14376	16151
10304	6964
13196	12762
2233	10629
8950	16413
6885	17729
613	13501
15319	9086
12360	3576
180	14307
5846	14033
13044	3294
6404	17243
15179	15478
671	11579
5129	5700
140	7248
1284	10626
17582	169
11815	15849
24	4392
3459	14880
10191	14994
6636	9123
8099	13189
10342	17422
4534	17591
13696	7828
16559	16756
17827	9729
11020	3417
15566	2072
4202	2521
7249	11009
3723	7926
14798	10677
10767	1444
671	16798
5081	4739
8574	6962
9525	14163
14659	8623
2072	254
17521	5692
16975	18041
1238	8283
4105	4117
15142	8042
5054	18056
14376	5001
16042	8725
5358	12021
7838	14686
15914	2647
3662	8584
13377	17729
1123	5125
15352	8265
17907	16210
10570	8587
15743	18084
15632	13795
11873	14672
11526	13930
15099	4787
2217	5802
11281	4675
12159	13943
1108	2802
11702	15747
5864	17293
5455	2164
14802	7429
5169	6443
71	2756
6989	14014
11496	14758
14958	18269
17121	607
10783	18397
1791	169
6541	5294
5841	7248
2951	10758
10359	6856
11787	2653
11924	14909
2203	7312
4777	5169
15879	17052
3361	9313
1024	406
4221	15356
8283	6964
17315	9603
15879	7407
18245	4464
2326	9531
10735	8820
5213	11882
17340	355
12308	1546
10063	11485
3683	9644
8649	15381
18021	1198
12061	14284
376	15779
8950	1906
16672	13483
828	15450
11686	17292
4059	12828
11537	13585
17708	15331
7838	2904
8699	17660
7695	10298
14758	3589
12054	7969
9607	7828
14799	16955
9305	3307
1422	2346
17085	14667
12171	5889
4076	7716
17521	1079
15129	14115
4817	15566
6143	11519
9935	11478
7626	12965
10233	12894
5888	15316
14824	16278
14040	1851
15879	658
5621	12419
6137	7181
3971	14463
16811	7169
17952	6813
10165	13497
14023	14382
8274	15299
11873	17229
11984	1224
6236	13525
12852	9020
4862	190
15743	12318
2072	14026
14596	17131
198	9966
11782	5330
5016	6536
11656	14999
552	9740
15179	744
720	5826
5160	15529
1795	8777
13696	12944
3320	16151
1132	4464
11091	3136
12360	2555
5049	15011
3971	6244
17521	2309
18108	9936
671	3049
18069	17819
8818	7631
7684	7973
13120	8244
9427	2503
7590	9633
14596	13426
14364	2478
10651	14686
12524	2589
11570	5717
2413	9151
